corporate_name_S2,revenue,profit,main_customers
"Proctor, Cunningham and Rollins",3824704.52,715400.0945197678,"Herrera-Becker,Blair, Ramirez and Smith"
Berry-Pena.,1541897.7,369836.24172760313,"Bright Ltd,Ward-Barry"
"Blake, Jones and Foster.",2034084.23,-126857.7273794204,"Montgomery, Gonzalez and Wu,Gonzalez-Clay,Meyer Group"
"BELL, RIVERA AND WATSON",4196089.53,669250.1612915759,"Reyes-Moore,Mullins Inc,Smith Ltd"
Garcia-Simpson,4986235.08,231778.3949848045,"Simmons-Odonnell,Wolfe-Little,Preston-Burns"
SMITH-CRUZ,3963752.84,-66065.27420123486,"King-Allison,Sanford Ltd,Hudson-Hernandez"
"Torres, Estes and Smith",828491.72,-25044.893602989287,"Martinez Ltd,Mckee-Barajas"
Flynn and Sons,100210.14,17254.392365385032,"Ali, Mckee and Parker,Gutierrez, Johnson and Miller"
NELSON INC,1114983.23,198624.20560254416,"Frey, Richardson and Mcmillan,Lynch-Williams,Mcfarland-Williams"
"Jimenez, Dixon and Scott",1656101.29,87045.73569128232,"Jimenez-Powell,Hunter-Mcguire,Riley-Mitchell"
"Oliver, Green and Fuller.",4168703.71,1132871.9787407178,"Price, Alexander and Garrett"
Rose-Davis,755392.84,287098.88700348744,"Rogers-Freeman,Edwards, George and Gill"
MUNOZ INC,1731117.97,164782.811517113,"Sullivan-Harrell,Russell Group,Rhodes PLC"
Vega and Sons.,3228796.07,-294970.8701061879,"Nguyen-Hernandez,Boyer Ltd"
MOORE-BAKER,2831012.95,885354.0349281218,"Hodges-Bradley,Wood, Rios and Perez,Li Ltd"
FOWLER LTD,3808238.39,1359504.1816740902,Soto and Sons
"SMITH, NOBLE AND LEE",3217267.89,-265554.1429597468,"Patterson, Guerra and Peterson"
Cochran-Davidson,1162321.71,417816.2922123996,"Anderson PLC,Watkins, Lucas and Collins"
Vaughn-Munoz.,2424900.34,564110.8137569871,"Reed-Dixon,Parker-Salinas"
OWENS-HAYES,717399.27,207370.9883180307,"Rivera, Thomas and Pearson"
CLARK-WAGNER,2393657.1,138145.585737129,"Good, Jones and Simpson,Flores-Stevens"
LOVE AND SONS,1085119.72,236123.28327983635,"Gray-Martinez,Lane, Christian and Cook,Yoder-Trevino"
Torres Group.,2710507.43,656937.9583971021,"Gray, Tran and Pearson,Jones-Matthews"
MENDOZA-KELLEY,861905.05,279301.6951224228,"Gill, Lynch and Clark"
"THOMPSON, MOORE AND SPENCER",418359.97,-13140.711032163035,"Williams-Lane,Rose-Dunn"
Johnson Inc,26588.28,653.2322052845697,Cantrell and Sons
Washington PLC,3170203.58,417380.17846448265,Davis Group
Briggs LLC,3091252.66,549756.1833779237,"Miller Inc,Haynes-Vincent,Smith-Conrad"
MIRANDA AND SONS,3346281.0,-49673.56653251114,"Bautista, Spencer and Rodriguez,Tyler-Blake"
WARE-IRWIN,2516761.84,363991.1340297658,"Smith Ltd,Smith-York,Mercado, Bailey and Ellis"
"SANDERS, HENDERSON AND HUANG",270604.93,88173.83987959159,"Miller, Cisneros and Hernandez"
MCKEE-VILLEGAS,2275999.0,78800.77788938199,Morton-King
WEBB LTD,2197418.43,361392.2650619171,"Mcgee Group,Duarte-Nichols,Gordon Ltd"
"GRAY, WILSON AND HANSON",4030830.49,747872.3659633476,"Mcdowell, Black and Long"
"JOHNSON, CHEN AND ZIMMERMAN",2557620.09,-217033.03403190873,"Burnett, Castro and Hayden"
HOLMES-WHITE,3939701.37,962037.330123583,Rivera-Ballard
Norton Inc,4062304.46,724748.4106279418,"Hill, Barnett and Johnson,Romero Inc"
"MITCHELL, LINDSEY AND MARTINEZ",1433352.66,254313.98963870626,Mccarthy PLC
CLARK LLC,3460632.42,360933.0634769975,"Harrison-Martinez,West-Trevino,Noble-Ruiz"
Berry Ltd,1787639.83,434002.3712910503,Patterson and Sons
"SELLERS, HOFFMAN AND BECK",1558854.27,7716.443075393786,"Hill and Sons,Clarke and Sons"
REYES PLC,1886592.26,560192.2344924443,"Macias-White,Nicholson, Martin and Gordon"
Baker-Douglas,3450573.72,-151539.65113962922,"Gray LLC,Dunn PLC,Li Group"
CLARK-JOHNSON,94639.88,33404.131913879035,"Miller, Odom and Kelly,Parker, Velasquez and Carter,Frank-Jacobs"
MARSHALL GROUP,2976310.37,689865.7706036387,"Alvarez, Johnson and Thompson,Howard and Sons"
CHAPMAN-HARMON,3683251.59,579375.0764748326,"Mccormick, White and Griffith,Mccall Ltd,Osborn, Becker and Young"
LOPEZ LLC,2809589.63,950823.7272862863,"Sanders Ltd,Vasquez, Gonzalez and Day"
Romero and Sons,4214509.23,-313259.9804175817,Miller-Mason
Robbins and Sons,4101808.41,203531.17712868628,"Jackson-Lewis,Contreras-Dominguez,Smith LLC"
Schroeder-Brown.,4580361.37,143576.3064792618,"Guerrero LLC,Crawford Inc"
"Gibbs, Horton and Rodriguez.",4910392.39,-233707.2902362188,"Sawyer, Meyer and Anderson"
Joyce LLC.,4246117.19,-182419.68991279427,"Brock, Johnson and Bender"
Rich PLC,1382760.19,495329.30930663936,"Kim Group,Riley LLC,Aguilar, Parker and White"
DAVIS PLC,535777.06,71796.8921388676,"Brown, Morris and Ramirez"
Anderson-Schmidt.,2930153.57,30782.963454366418,"Cook-Ruiz,Welch and Sons"
GUTIERREZ LTD,3733182.73,-146456.7295464644,"Chan, Bush and Mahoney,Smith, Parsons and Wright,Kramer, Williams and Rose"
MCGUIRE-CARR,4289668.52,-159467.94255559074,"Mitchell-Martinez,Goodman LLC,Hull and Sons"
Brown and Sons.,615100.28,161004.6344009499,"Ramos, Phillips and Lawson"
ROY-STEPHENSON,2679707.34,-132559.31953372984,"Martinez, Clarke and Harris,Sellers and Sons,Jackson-Barrett"
WILSON AND SONS,686788.75,4181.656172304771,"Serrano-Thomas,Cole, Ortega and Wiley"
HOLT INC,3488828.38,1024002.1738558987,"Adams-Dixon,Whitehead-George"
Adams-Velazquez.,2846066.19,12787.081168308432,Boone Ltd
"Gonzalez, Hill and Kennedy.",460834.4,99740.48982066834,"Williams Ltd,Lawrence-Cortez"
FORD-FLORES,1935311.62,169894.78492827318,"Thomas Inc,Andrews Inc,Miller and Sons"
KANE-SERRANO,4387331.51,-216598.18881413137,"Patterson, Duke and Abbott,Brennan, Hernandez and Hunter"
"Lynch, Norman and Thomas",2362968.58,-21608.44008310508,"Bell, Weber and Powell"
"Matthews, Turner and Watkins.",2055197.57,147065.2378313236,"Bradford, Marshall and Lopez"
NICHOLS-STEVENS,1281888.22,-84163.65050756017,"Gallegos-Butler,Estrada, Velazquez and Young,Davis, Alexander and Hill"
DOUGLAS LTD,4995888.13,654029.6713794128,"Tran Group,Wright, Chan and Johnson"
Diaz LLC.,2053877.77,67368.19689405007,"Anderson Group,Bruce, Neal and Ruiz"
Davis-Clarke,685490.9,267385.7384198895,"Rivera, Mendez and Carpenter"
KNIGHT-BROWN,680261.32,223538.9940166335,"Kaufman, Alexander and Hayes"
MYERS PLC,2649054.05,502011.1246755171,"Watson-Sims,Jimenez Inc,Stevens Inc"
JOHNSON-WELCH,2481532.56,74604.45788731285,"Thomas-Ramos,Carroll Ltd,Harrington-Lewis"
"WILSON, TAYLOR AND CAMPBELL",2687539.45,884464.1680789773,"Ferguson, Norris and Martinez,Benton and Sons,Newton, Murray and Bright"
Wells-Martinez.,2692811.5,932731.5392559357,Martin-White
"Moody, Hale and Hill",3212599.44,361125.4738120922,"Garza, Rocha and Martin,Murphy-Shaw,Doyle, Hancock and Mclaughlin"
MUNOZ-MORAN,2524345.21,407325.12808313867,Bryant-Davis
HILL INC,3262978.88,259642.13538480323,"Bailey, Carey and Young,Dickson-Long,Nelson, Franklin and Powell"
MILLER-LOPEZ,2379732.69,-221404.90348493672,"Burgess PLC,Sandoval, Carpenter and Johnson"
"HUANG, TAYLOR AND WOLF",4758054.42,-16649.893441740143,"Taylor, Ramirez and Phillips,Graham Ltd,Lawrence PLC"
"JONES, ACOSTA AND HOBBS",674868.91,21767.01061430703,Burnett Group
"Hines, Stewart and Mcdonald",4473249.0,919729.301330094,"Garrett-Underwood,Ruiz, Johnson and Ray,Avery LLC"
WATKINS-RICHARDSON,3792229.96,-253539.48188836747,Green-Griffin
"GUERRERO, JONES AND ANDERSON",1862444.76,540838.2310349684,"Williams, Marshall and Clay,Anderson, Whitaker and Goodwin,Franklin Group"
"Torres, Hernandez and Moon.",502965.51,109216.89391330871,Blair Ltd
GRIFFIN AND SONS,2941034.74,787283.6912930998,"Black and Sons,Torres-Roberts"
PATEL AND SONS,399861.82,59181.33204635756,"Brown, Morris and Sanchez,Johnson Group"
ENGLISH-GOMEZ,4451468.76,991979.0467650929,Hernandez-Young
"Quinn, Wood and Gallegos",186875.71,9855.709265631325,"Valenzuela, Maynard and Mcdaniel,Nichols-Williams,Kemp and Sons"
"DAVIS, WALLACE AND GONZALES",2379706.79,-60314.51451377646,"Bell-Richardson,Smith-Fox"
Odonnell Inc,168669.69,11403.856390381949,"Collins, Wright and Mitchell"
SMITH INC,2723069.8,-229858.04220320613,"Sweeney, Heath and Clark,Rose-Jackson"
HARRIS GROUP,487940.66,10587.094706149039,"Parker LLC,Jones LLC"
"SCHMIDT, COOKE AND THOMPSON",3080526.33,-170237.21935158208,"Rodriguez, Oconnor and Lewis"
BROWN-MCINTYRE,2707273.97,244568.01895820402,Palmer Inc
RODRIGUEZ-RIVERA,4023282.23,108398.93678878156,"Casey-Davis,Thomas LLC,Sanchez, Lindsey and Long"
Thomas-Hernandez,2375065.36,-230038.5396811396,"Garcia-Blackburn,Bates LLC"
Alexander-Smith,4127012.28,1154689.0704718095,"Anderson, Campbell and Foster,Donovan-Castillo"
SMITH LLC,1992583.95,-55721.880712835715,"Anderson, Murphy and Baker"
MAXWELL LTD,4772205.79,1703349.1197852024,"Graham-Martin,Haynes Inc,Coleman-Baker"
Fernandez Inc.,3991203.15,547713.5019803946,"Reid, Garcia and Howard"
"Clark, Li and Fernandez.",3211348.45,245864.44070260564,Jennings-Carpenter
DELEON-FORBES,2333437.26,721430.1778068558,"Neal, Stafford and Ho,Anderson-Fields,Glenn, Wong and Curtis"
BRYANT-WARE,194906.35,-9183.139733299591,"Olson PLC,Hill, Bryan and Cantu,Franklin LLC"
MCKEE LLC,4395252.8,1715609.4615133682,"Frye Inc,Pierce, Petersen and Hunter,Miller-Clark"
COOKE GROUP,303349.26,-28867.987024398415,"Ellis Inc,Padilla-Thompson,Chapman Group"
BURKE-ANDERSON,3748515.15,446676.81167283637,"Ford-Atkins,Roberts, Lopez and Burnett,White, Sanders and Carter"
CHAVEZ LLC,4233390.17,-146836.20607749204,"Campbell PLC,Gonzales, Roberts and Larson"
Harrington Ltd,1971260.22,750998.6392907605,"Smith LLC,Robinson, Shaffer and Camacho,Rocha-Love"
Lopez and Sons.,2250746.38,844687.028993478,"Anderson, Anderson and Smith,Jackson, Johnson and Wilson,Herrera, Lopez and Diaz"
"Pearson, Davis and Jennings.",1599620.05,185310.7508063759,"Solis, Calderon and Ibarra"
GUERRERO-CALDWELL,3719966.77,542497.5895354995,"Parker, Nicholson and Cook,Taylor, Allen and Herring,Bell, Gibbs and Taylor"
COOKE-SIMON,4394459.65,1233442.4159054288,Ford PLC
Merritt-Kerr,3968464.41,1078979.298139466,"Brown, Crane and Thompson,Leonard, Bell and Johnson"
Butler-Carlson,2585628.29,480587.2237638583,"Smith-Krause,Hull-Espinoza,Campbell, Cook and Cohen"
"MCCORMICK, JONES AND RODRIGUEZ",23224.06,4408.44982220636,"Martinez, Mccarthy and Rodriguez"
WHITE LLC,4669755.84,1265888.0564338092,"Mcneil-Phillips,Salazar-Christian,Taylor-Williams"
"Richardson, Anderson and Colon.",1508005.83,594902.2487689916,"Stephens, Anderson and Washington"
BAILEY GROUP,1232269.81,-92012.2328520955,"Martin, Banks and Sloan,Thompson, Parrish and Cruz,Morrow, Hartman and Callahan"
JIMENEZ-WARD,2178464.56,751917.3221515182,"Wade, Taylor and Webb,Lewis-Zimmerman,Mccarthy-Long"
LESTER AND SONS,4413078.55,261123.54390533466,"Terry LLC,Hernandez Inc,Smith, Hernandez and Woodard"
Calhoun and Sons.,2511230.03,702177.0604301391,"Pierce LLC,Hernandez-Riley"
SMITH-DAVENPORT,4240843.48,-398558.09402918234,"Hill-Krause,Torres, Watson and Becker"
"BUSH, LEWIS AND RAMSEY",1881558.47,352560.91859426606,"Farrell-Salazar,Johnson Inc,Cruz, Frank and Olsen"
"Bean, Ayala and Gray.",2165392.76,-56008.05164163769,Doyle-Webb
"BAILEY, MILLER AND MEYER",3223372.47,-296498.7269651087,"Hubbard, Berger and Brandt"
STEWART-SMITH,697486.14,7844.001299711016,"Smith Group,Simon, Scott and Perez"
"Perez, Willis and Cortez",2489434.49,608451.6137273534,Thornton and Sons
"WEBSTER, DAVENPORT AND MORALES",4653455.07,336074.41062061605,"Chase, Smith and Randall,Wiley Ltd"
"LAM, WHITE AND JOHNSON",482559.21,137912.8958314669,"Gutierrez, Williams and Ramsey"
MOORE-BROWN,2099177.75,-137030.86239852596,"Howard, Taylor and Miller"
GUZMAN INC,4332725.06,428035.84547283687,Barry-Bolton
"HALL, DICKSON AND TAYLOR",1329865.87,138571.03237257764,Ward-Johnson
Terry-Rivers.,442462.95,-24394.95740916598,"Parrish, Galvan and Vasquez,Hardy-Sullivan,Copeland LLC"
"MORALES, WILSON AND SHERMAN",3277771.16,105694.94328259939,"Taylor-Doyle,Hernandez, Mitchell and Moore,Hernandez, Reyes and Butler"
JOHNSON INC,3759636.18,45845.681530169444,"Mendez Group,Crawford-Nelson,Greene, Myers and Obrien"
HUNT-PARKER,4377843.11,996159.7310949604,Davis Inc
GRAHAM-WILLIAMS,44149.45,6605.212133090251,"Sanders-Burton,Reynolds Ltd,Brown-Melton"
WONG AND SONS,1182043.44,211783.3356090959,"Welch LLC,Guzman, Rogers and Henry"
GREEN-ABBOTT,516768.35,123866.51609539051,"Booker PLC,Lopez-Richards"
BERRY-MENDEZ,1966003.24,214594.70324664813,"Moreno, Todd and Padilla,Riddle, Davenport and Davis"
Olson Group.,3952633.49,184690.38074689763,"Ortiz-Pacheco,George PLC"
Stark Ltd.,85073.22,9050.980191860974,Chambers LLC
BURNS PLC,1513672.54,-41191.25172918051,"Townsend, Holder and Werner"
SUTTON AND SONS,3697214.3,329798.35081846744,Carson Inc
Harrison-Mendez.,4218948.4,853495.8921478458,"Sloan Ltd,Ramsey-Davis"
Moreno and Sons,4849783.82,1115267.9517347342,"Taylor PLC,Munoz Group"
THOMPSON-CUNNINGHAM,2756651.87,456496.610465453,"Wiggins, Odonnell and Gonzales,Hickman-Rodriguez"
"BENNETT, MOORE AND BARKER",2937929.19,128534.71617848857,"Davis, Adams and Smith,Morales Ltd,Jones, Williams and Lopez"
"HUDSON, SNOW AND BARNES",4008840.05,675169.527049492,"Cox, Anderson and Ramirez,Randall LLC"
PRICE-HUBER,4392031.65,243762.3343535527,"Morton, Smith and Zuniga,Marshall, Thomas and Brown,Austin-Rogers"
Nelson and Sons.,30914.51,11530.618924433222,"Thomas, Lawrence and Taylor,Miller-Ellison"
"ABBOTT, SCOTT AND WHITE",824146.75,329453.6996932531,Jackson LLC
Willis and Sons,410107.7,124588.20324123211,Mcdonald-Moore
Flynn-Padilla,1211102.29,333181.7796932723,"Rodriguez LLC,Aguilar Group"
"Mendoza, Shields and Norris.",4421689.4,-98187.85532848952,"Wilson, Floyd and Trujillo,Aguilar, Edwards and Taylor"
FLORES-TORRES,4891131.71,652132.9487004715,"Johnson, Wallace and Miller,Roach LLC,Young, Suarez and Herrera"
BAKER PLC,1125049.82,185694.6134422461,"Hill, Roberts and Johnson,Levine Inc,Richard Ltd"
CARRILLO PLC,2647137.8,883122.6838203275,"Serrano-Rice,Jones Group"
Walton-Irwin,3578143.77,479378.6963772597,"Singh PLC,Torres, Alvarez and Fields"
Boyer LLC,3898194.21,526220.4627469261,Kim-Diaz
"Phelps, Carter and Harris.",1264057.92,183547.53397680956,Frazier Ltd
Horn-Strickland,2242569.4,245814.00209078816,Morris Inc
Harris Ltd.,3924046.86,520960.55611292226,"Martin, Greer and Elliott,Mcbride, Lucas and Kim,Brooks Ltd"
"HALL, COLLINS AND WILSON",4341951.6,-12690.100537144192,Hopkins-Powers
HUERTA PLC,4966637.83,999448.5062071554,"Lopez-Jones,Castro, Salinas and Jacobs"
KRUEGER LLC,4006226.63,965981.8863620379,"Flores Inc,Gonzales-Perkins"
"LEE, WHITE AND LOPEZ",2894540.29,1132550.7522147077,"Jennings Ltd,Griffith PLC"
"White, Smith and Davis.",4474299.11,1394754.0907260855,"Simpson LLC,Anderson, Armstrong and Parker"
MARSH-BAKER,996148.48,-76493.91133661971,"Montgomery, Ortiz and Fields,Lam-Cox,Ball-Barnes"
"DAVIS, LANE AND TREVINO",693398.21,118511.9155899079,"Alvarez LLC,Blankenship-Martinez"
ROBERTSON LTD,4565244.86,1229398.0856904276,"Logan PLC,Odom-Walter,Jenkins, Lloyd and Martin"
"BENNETT, FRAZIER AND LEE",745326.91,62719.61678964792,"Green, Davis and Evans"
SHIELDS LTD,3972997.72,61757.06601737856,"Carlson-Harris,Ford, Rodriguez and Nunez,Rowland-Clark"
"PERKINS, CRANE AND JONES",25669.93,-2347.8233387791993,Richards-Lang
Adams-Turner,2458014.03,762307.4461578766,"Cooper-Miller,Williams, Gonzalez and Henry,Serrano, Roberts and Bryant"
KRAUSE-WALKER,1691430.57,460458.1439327182,Taylor and Sons
CARNEY-LARSEN,1178709.0,101437.34655438946,"Andrews Ltd,Nguyen Ltd,Hernandez and Sons"
CRUZ-ALVARADO,782274.74,255835.88518989205,"Tucker PLC,Walter-Green,Ward, Clark and Lane"
MILLER-POWELL,1922928.43,-44700.119881375715,"Allen, Richardson and Young,Davis, Graves and Leblanc"
REYES LTD,332642.7,-16341.801029638566,"Crawford Group,Hancock-Green"
Odonnell PLC.,2662477.61,587365.6466650025,"Anderson, Nelson and Richardson"
"TURNER, GUERRERO AND FLOYD",1541409.15,21788.523244521155,Davis-Dodson
SMITH INC,1515553.41,490036.12846981606,"Clarke-Walsh,Colon and Sons,Hicks Inc"
BROWN-RODRIGUEZ,872064.02,25970.138931853187,"Huff-Benton,Turner and Sons"
Lewis-Burgess,2248987.45,257071.3889410122,"Dawson, Jackson and Santiago"
CAMACHO-COOK,1042303.37,145002.53344415422,Jones PLC
Gilmore-Klein.,2384681.09,586188.6580188775,"Sanchez, Johnson and Duncan,Simmons, Gonzales and Turner"
Francis-Marshall.,3040833.5,313870.22935572814,"White-Miller,Morgan Ltd,King-Frey"
Murphy-Vega.,2960695.68,49970.54392937698,Kelly PLC
HOLLOWAY-HOUSTON,2628883.25,833676.5605089293,Boone-Johnson
Christian-Krause.,2984944.14,372180.795771253,"Chen-Cox,Shannon Ltd"
Baldwin and Sons.,2063354.49,-146732.35232226545,"Miller-Ochoa,Gutierrez, Ford and Fisher"
CALDWELL-CARTER,4254186.48,822539.5815883668,Smith Inc
Lee-Gonzalez.,1058188.88,107110.51426142917,Crawford LLC
Shannon PLC,4719027.78,-124523.24925439729,"Thompson, Small and Oliver"
BAKER-FORD,2464180.8,274675.3148228499,Osborn PLC
Ruiz Group,1451861.09,462526.4388253384,"Evans-Villegas,Townsend LLC"
"HARRIS, COCHRAN AND ANDERSEN",4700584.82,1493718.2337039497,"Haley Group,King-Rice,Moore and Sons"
Reed PLC,157644.0,-1562.0279873224576,"Gonzalez, Ball and Lewis,Torres, Hill and Nelson"
"Wilson, Garcia and Phillips.",930079.77,91854.99003681565,"Bowman-Mayer,Hanson, Smith and Ross"
HERRERA PLC,366549.77,48485.94207337377,Berry-Mcbride
ROACH-HO,4436598.82,-356397.1651371167,"Alexander Group,Morton and Sons"
WASHINGTON PLC,931900.76,295939.4060181903,Patterson LLC
VASQUEZ-HOLLAND,574530.98,174755.06290768558,Davis and Sons
"Lester, Rodriguez and Gonzales.",3783598.09,236657.23696051922,Ford-Wilson
Gray PLC.,552541.29,111509.22687134,"Taylor PLC,Barrett Ltd,Austin-Thomas"
Johnson-Gibbs.,909110.0,300542.21460689825,"Sanders, Russell and Ruiz"
WILEY GROUP,3864296.47,1192336.7500435999,"Lang, Martin and Smith"
Macias-Rodriguez.,4316433.05,761774.392138185,"Kelly Group,Nelson and Sons"
COOK LTD,3747103.65,723910.6878613156,Bishop Ltd
Snow Ltd.,4082162.0,446375.9447940804,"Brown PLC,Boyer LLC"
COOK AND SONS,3577193.37,-172988.17247553926,Shelton-Sanchez
"Thomas, Thomas and Jones.",3885381.24,1446326.3232486518,Arnold-Sanchez
Smith Ltd,2928060.09,-39012.4111449114,Robinson-Barron
VALENCIA INC,4787448.4,106948.042286766,Moore Ltd
"Morris, Short and Taylor.",1425562.73,424970.67822365987,"Lin and Sons,Tran and Sons,Morris LLC"
RANGEL AND SONS,976268.8,281050.624563637,Smith Group
MCDONALD LTD,4061110.16,-351992.0650223533,"King-Rivera,Moore, Salazar and Bennett,Dean Ltd"
Hayden-Thomas.,3765766.34,-206239.97512571476,"Best, Lewis and Dixon,Gonzalez-Phillips,Lee-Davis"
Armstrong-Hoffman,4757380.44,-195280.01051151377,"Silva, Walker and Reynolds"
HOWARD-CHERRY,1551860.13,133223.51409177313,Walker-Davis
"Stevens, Wilkerson and Barnett.",3208177.0,587669.39032776,"Murray Ltd,Luna, Barker and Young"
CERVANTES AND SONS,389307.49,5660.532310844914,"Reilly LLC,Diaz and Sons"
Savage LLC.,1266853.84,-61514.863852180475,Ferguson-Adams
"GIBSON, ALEXANDER AND MARSHALL",3834598.2,-332747.8287917381,"Ward, Wiley and Benjamin,Newman, Gamble and Henry,Wise LLC"
Baker Inc.,1583871.19,-49552.53767425104,Joseph and Sons
"Mitchell, Wilson and Hooper.",59566.14,-3154.4098778380176,"Bean, Holmes and Robinson"
HUBER-CHURCH,1196436.29,383646.99713089794,"Vaughan Inc,Cervantes PLC,Carlson, Thompson and Watkins"
Porter and Sons,1878065.06,508250.414954841,Nichols Ltd
"GOLDEN, OROZCO AND TAYLOR",4095006.18,876909.8505415291,"Marshall Ltd,Powers, Shannon and Lawrence,Allen, Oconnor and Martinez"
HERNANDEZ-DOUGLAS,1917197.04,359072.8981113122,White PLC
"Horne, Mccormick and Reynolds.",1777907.85,140426.66582452317,"Robertson Ltd,Lopez, Hill and Harper,Espinoza LLC"
Curry-White.,4800574.68,179870.61091921304,"Brown, Acevedo and Vasquez,Phillips-Schultz,Hill-Singh"
"Frazier, Guerrero and Miller",4863576.02,293368.50293191266,"Davis-Murphy,Harris Ltd"
PRICE AND SONS,3700883.8,122361.37414461182,"Mcneil Inc,Reyes Group"
Scott-Peters,2781691.23,-38090.37901626256,"Harris, Williams and Weaver,Williams Group"
CERVANTES-COMPTON,3981113.93,1460722.8790890023,"Williamson LLC,Lozano-Clark"
"Carpenter, Bell and Lee",2949022.11,76603.85189423595,"Moore, Peterson and Sherman"
HOLLAND-RICE,1444492.82,269685.1302496835,"Boyer and Sons,Alvarez Ltd,Landry Group"
"Wallace, Sherman and Hartman.",859502.28,212135.50259342868,Khan-Sims
"JONES, STEPHENS AND JONES",4156910.32,296577.1456888065,Walker-Scott
PATTON-MILLER,2391298.08,101678.39040496435,"Hendricks, Bell and Fuller"
GUZMAN-MONTGOMERY,3803688.45,713040.9960560771,"Woods, Case and Sanchez"
"KELLEY, BISHOP AND ANDERSON",810007.29,257725.65867125886,"Thomas, Hart and Allen"
Singleton-Silva,2105161.39,-188130.1798617665,"Adams-Johnson,Wright Inc,Neal, Grimes and Franklin"
THOMAS INC,2005871.51,200821.11285878468,"Anderson-Osborne,Payne-Reynolds,Santiago and Sons"
ROBINSON-WILSON,657697.51,26761.775173542286,"Davis-Cooper,Perez-Schwartz,Mahoney-Carter"
Eaton-Sanchez,2320513.88,-133.20729490892856,"Martinez-Wade,Chan, Morse and Olson"
GROSS-SANCHEZ,4338059.94,-3844.8462621636672,"Novak and Sons,Washington-Johnson"
Matthews LLC.,1422740.31,-76007.42271579537,"Daugherty, Nguyen and Brown,Chen Group"
"Hernandez, Griffin and Lozano.",590357.97,162013.6496214499,"Sutton, Kelly and Nicholson,Clark, Hamilton and Kelly"
